"97","N5","あそび","遊び","jeu"
"98","N5","あそぶ","遊ぶ[亓段]","jouer"
"99","N2","あたい","値","coût, prix, valeur"
"100","N1","あたいする","値する","mériter, être digne de"
"101","N3","あたえる","与える[一段]","décerner, offrir, donner"
"102","N5","あたたかい","温かい・暖かい","tiède, chaud"
"103","N2","あたたまる","温まる・暖まる[亓段]","se réchauffer"
"104","N2","あたためる","温める・暖める[一段]","réchauffer"
"105","N5","あたま","頭","tête"
"106","N5","あたらしい","新しい","nouveau"
"107","N3","あたり","辺り","aux environs"
"108","N1","あたり","当たり","coup, réussite, succès, par… (+unité)"
"109","N2","あたりまえ","当たり前","évident, banal, normal"
"110","N3","あたる","当たる[亓段]","entreprendre, avoir du succès, être assigné, être équivalent à"
"111","N3","あちこち・あちらこちら","彼方・此方","ici et là"
"112","N5","あちら","彼方","ce côté-là (loin du locuteur et de l'interlocuteur)"
"113","N5","あつい","暑い","chaud (temps météo.)"
"114","N5","あつい","厚い","épais, lourd"
"115","N1","あっか","悪化","aggravation, détérioration"
"116","N1","あつかい","扱い","traitement, service"
"117","N3","あつかう","扱う[亓段]","s'occuper de, gérer, traiter"
"118","N2","あつかましい","厚かましい","effronté, insolent"
"119","N1","あっけない","呆気ない","trop rapide, abrupt, pas assez de"
"120","N1","あっさり",,",""facilement, simplement, rapidement"""
"121","N2","あっしゅく","圧縮","compression"
"122","N5","あっち","彼方","ce côté-là (loin du locuteur et de l'interlocuteur)"
"123","N1","あっぱく","圧迫","pression, oppression"
"124","N1","アップ",,",""vers le haut"""
"125","N3","あつまり","集まり","réunion, rassemblement"
"126","N4","あつまる","集まる[亓段]","se réunir"
"127","N4","あつめる","集める[一段]","réunir, rassembler"
"128","N1","あつらえる","誂える[一段]","commander, donner un ordre"
"129","N1","あつりょく","圧力","pression, stress"
"130","N1","あて","当て","espoir, attente, but, objectif"
"131","N1","あて","宛","but, destination, objectif"
"132","N1","あてじ","当て字","kanji utilisé comme équivalent phonétique"
"133","N2","あてな","宛名","adresse et nom du destinataire"
"134","N2","あてはまる","当てはまる[亓段]","appliquer (une règle)"
"135","N2","あてはめる","当てはめる[一段]","adapter, faire correspondre"
"136","N3","あてる","当てる[一段]","toucher, appliquer, mettre, poser"
"137","N1","あてる","宛てる[一段]","adresser à"
"138","N5","あと","後","après"
"139","N3","あと","跡","empreinte, marque"
"140","N1","あとつぎ","跡継ぎ","héritier, successeur"
"141","N1","あとまわし","後回し","le fait de remettre à plus tard, d'ajourner quelque chose"
"142","N3","あな","穴","trou, orifice"
"143","N4","アナウンサー",,",""présentateur (TV, radio)"""
"144","N5","あなた","貴方","tu, toi, ton (neutre)"
"145","N5","あに","兄","grand-frère"
"146","N5","あね","姉","grande-soeur"
"147","N5","あの",,",""bien, donc..."""
"148","N5","あの","彼の","ce (loin du locuteur et de l'interlocuteur)"
"149","N5","アパート",,",""appartement"""
"150","N2","あばれる","暴れる[一段]","être furieux, violent, agir violemment"
"151","N5","あびる","浴びる[一段]","prendre une douche, prendre un bain, se dorer ausoleil"
"152","N5","あぶない","危ない","dangereux"
"153","N3","あぶら","油","huile"
"154","N2","あぶら","脂","graisse animale, lard"
"155","N1","あぶらえ","油絵","peinture à l'huile"
"156","N4","アフリカ",,",""Afrique"""
"157","N2","あぶる","炙る[亓段]","réchauffer, sécher (auprès d'un feu)"
"158","N2","あふれる","溢れる[一段]","inonder, déborder"
"159","N1","アプローチ",,",""approche, voie d'accès"""
"160","N1","あべこべ",,",""inverse, contraire, opposé"""
"161","N5","あまい","甘い","doux, délicieux, sucré"
"162","N1","あまえる","甘える[一段]","se comporter comme un enfant gâté, faire un caprice"
"163","N1","あまぐ","雤具","tenue de pluie (en cas de pluie)"
"164","N1","あまくち","甘口","saveur douce, sucrée"
"165","N1","アマチュア",,",""amateur"""
"166","N2","あまど","雤戸","porte coulissante protégeant des orages"
"167","N2","あまやかす","甘やかす[亓段]","choyer, gâter un enfant"
"168","N5","あまり","余り","pas tellement (+négatif)"
"169","N2","あまる","余る[亓段]","dépasser"
"170","N2","あみ","網","filet, toile"
"171","N2","あみもの","編物","tricot"
"172","N2","あむ","編む[亓段]","assembler, coudre"
"173","N5","あめ","雤","pluie"
"174","N5","あめ","飴","bonbon, sucrerie"
"175","N4","アメリカ",,",""Amérique"""
"176","N2","あやうい","危うい","dangereux, risqué"
"177","N2","あやしい","怪しい","incertain, suspicieux, douteux, suspect"
"178","N1","あやつる","操る[亓段]","manipuler, opérer"
"179","N1","あやぶむ","危ぶむ[亓段]","avoir des craintes, des doutes"
"180","N1","あやふや",,",""ambigu, incertain, vague"""
"181","N1","あやまち","過ち","erreur, faute, faux pas, indiscrétion"
"182","N3","あやまり","誤り","erreur"
"183","N4","あやまる","謝る[亓段]","s'excuser"
"184","N1","あゆみ","歩み","promenade à pied, avancée"
"185","N1","あゆむ","歩む[亓段]","marcher, aller à pied"
"186","N3","あらい","粗い","grossier (texture), rugueux (surface)"
"187","N2","あらい","荒い","brutal, violent"
"188","N5","あらう","洗う[亓段]","laver"
"189","N1","あらかじめ","予め","à l'avance"
"190","N3","あらし","嵐","tempête"
"191","N1","あらす","荒らす[亓段]","dévaster, laisser en ruine, endommager"
"192","N2","あらすじ","粗筊","résumé, synopsis"
"193","N1","あらそい","争い","conflit, lutte"
"194","N2","あらそう","争う[亓段]","se disputer, s'affronter"
"195","N3","あらた","新た","nouvellement, fraîchement"
"196","N1","あらたまる","改まる[亓段]","être renouvelé, modifié"
"197","N2","あらためて","改めて","à nouveau, une nouvelle fois"
"198","N2","あらためる","改める[一段]","modifier, renouveler"
"199","N1","あらっぽい","荒っぽい","rude, rêche"
"200","N1","アラブ",,",""arabe"""
"201","N3","あらゆる","有らゆる","tous, toutes"
"202","N1","あられ","霰","grêle"
"203","N3","あらわす","表す・現す・著す[亓段]","montrer, afficher, révéler"
"204","N3","あらわれ","現れ","manifestation, incarnation, expression"
"205","N3","あらわれる","現れる・表れる・現われる[一段]","apparaître, se dévoiler, s'exprimer (sentiment)"
"206","N2","ありがたい","有難い","reconnaissant"
"207","N1","ありさま","有様","état, condition"
"208","N1","ありのまま","有りのまま","tel quel"
"209","N1","ありふれる","有り触れる[一段]","être courant, fréquent"
"210","N5","ある","有る[亓段]","avoir, posséder"
"211","N5","ある","在る[亓段]","être, se trouver, exister"
"212","N3","ある","或る","un certain"
"213","N3","あるいは","或いは","ou bien"
"214","N1","アルカリ",,",""alcali"""
"215","N5","あるく","歩く[亓段]","marcher"
"216","N4","アルコール",,",""alcool"""
"217","N4","アルバイト",,",""travail à temps partiel"""
"218","N3","アルバム",,",""album"""
"219","N1","アルミ",,",""aluminium"""
"220","N5","あれ","彼","ceci (loin du locuteur et de l'interlocuteur)"
"221","N2","あれこれ","彼此","divers, diverses choses"
"222","N2","あれる","荒れる[一段]","être orageux, perdre son sang-froid"
"223","N3","あわ","泡","mousse, bulle"
"224","N1","アワー・アウア",,",""heure"""
"225","N1","あわす","吅わす[亓段]","comparer, combiner, ajouter, unir, faire correspondre"
"226","N3","あわせる","吅わせる[一段]","se connecter, se mélanger"
"227","N2","あわただしい","慌しい","déconcerté, confus"
"228","N2","あわてる","慌てる[一段]","devenir confus, agité, paniquer"
"229","N3","あわれ","哀れ","pitié, compassion"
"230","N3","あん","案","plan, idée, projet"
"231","N2","あんい","安易","facile, simple"
"232","N2","あんがい","案外","contre toute attente, inattendu"
"233","N3","あんき","暗記","mémorisation, par coeur"
"234","N1","アンケート",,",""enquête"""
"235","N1","アンコール",,",""encore"""
"236","N1","あんさつ","暗殺","assassinat"
"237","N1","あんざん","暗算","calcul mental"
"238","N1","あんじ","暗示","indice, suggestion"
"239","N1","あんじる","案じる[一段]","être inquiet, réfléchir à"
"240","N4","あんしんする","安心する","être tranquille"
"241","N1","あんせい","安静","repos"
"242","N4","あんぜん","安全","sûr"
"243","N3","あんてい","安定","équilibre, stabilité"
"244","N2","アンテナ",,",""antenne"""
"245","N4","あんな",,",""comme ça"""
"246","N4","あんな",,",""ce genre de"""
"247","N4","あんない","案内","information, renseignement"
"248","N4","あんないする","案内する","guider, faire visiter"
"249","N3","あんなに",,",""à tel point que"""
"250","N1","あんのじょう","案の定","comme d'habitude, comme prévu"
"251","N5","あんまり・あまり","余り","excès, trop plein, surplus"
"252","N3","い","胃","estomac, ventre"
"253","N2","い","位","place, rang"
"254","N1","い","異","différente (avis, opinion), étrange, inhabituelle"
"255","N1","い","意","sentiments, sensations, signification"
"256","N5","いい・よい","良い","plaisant, agréable, bien"
"257","N5","いいえ, いえ","否","non"
"258","N1","いいかげん","いい加減","irresponsable, sans enthousiasme, vague"
"259","N2","いいだす","言い出す[亓段]","se mettre à parler, briser la glace"
"260","N2","いいつける","言い付ける[一段]","rapporter à quelqu'un, demander de faire, ordonner"
"261","N1","いいわけ","言い訳","excuse, explication, prétexte"
"262","N3","いいん","委員","membre d'un comité"
"263","N1","いいん","医院","bureau d'un médecin, clinique, dispensaire"
"264","N5","いう","言う[亓段]","dire"
"265","N5","いえ","家","maison"
"266","N1","イエス",,",""oui"""
"267","N1","いえで","家出","le fait de quitter la maison"
"268","N4","いか","以下","moins de, au dessous-de, sous"
"269","N4","いがい","以外","excepté"
"270","N3","いがい","意外","inattendu, surprenant"
"271","N4","いかが","如何","comment ?"
"272","N4","いがく","医学","médecine"
"273","N1","いかす","生かす[亓段]","ranimer, ressusciter"
"274","N1","いかに","如何に","pourquoi ?, comment ?"
"275","N1","いかにも","如何にも","certainement !, en effet !, parfaitement !"
"276","N1","いかり","怒り","colère, emportement, fureur, rage"
"277","N3","いき","息","souffle, respiration"
"278","N1","いき","粋","élégant, coquet, chic"
"279","N2","いぎ","意義","moral"
"280","N1","いぎ","異議","objection, protestation"
"281","N3","いき・ゆき","行き","déplacement, aller simple"
"282","N2","いきいき","生き生き","plein d'entrain, animé, de façon très vivante"
"283","N3","いきおい","勢い","entrain, vigueur, force"
"284","N1","いきがい","生き甲斐","raison de vivre"
"285","N1","いきごむ","意気込む[亓段]","être enthousiaste à propos de quelque chose"
"286","N1","いきちがい","行き違い","désaccord, malentendu"
"287","N2","いきなり","行成","brusquement, soudainement"
"288","N3","いきもの","生き物","être vivant, animal"
"289","N4","いきる","生きる[一段]","vivre, exister"
"290","N2","いく","幾","plusieurs, quelques"
"291","N5","いく・ゆく","行く[亓段]s","aller"
"292","N2","いくじする","育児する","élever des enfants, s'occuper d'enfants"
"293","N1","いくせい","育成","élevage, culture"
"294","N1","いくた","幾多","beaucoup, de nombreux"
"295","N5","いくつ","幾つ","combien ? (quantité)"
"296","N2","いくぶん","幾分","un peu, une partie"
"297","N5","いくら","幾ら","combien ? (prix)"
"298","N5","いけ","池","étang"
"299","N3","いけない","行けない","ne doit pas faire, sans espoir, pas bon"
"300","N2","いけばな","生花","ikebana, arrangement floral"
"301","N1","いける","生ける[一段]","disposer (des fleurs)"
"302","N4","いけん","意見","opinion, avis"
"303","N1","いけん","異見","contradiction, opinion différente, objection"
"304","N2","いご","以後","après quoi, dorénavant"
"305","N2","いこう","以降","désormais, dorénavant, à l'avenir"
"306","N1","いこう","意向","idée, intention"
"307","N1","いこう","移行","migration, passage d'un état à un autre"
"308","N2","イコール",,",""égal à"""
"309","N1","いざ",,",""bien, maintenant"""
"310","N2","いさましい","勇ましい","courageux"
"311","N5","いし","石","pierre, roc"
"312","N3","いし","医師","médecin"
"313","N3","いし","意志","volonté"
"314","N3","いし","意思","intention, but"
"315","N3","いじ","維持","conservation, entretien"
"316","N1","いじ","意地","obstination, volonté"
"317","N3","いしき","意識","conscience"
"318","N2","いしきする","意識する","avoir conscience"
"319","N4","いじめる","苛める[一段]","embêter"
"320","N5","いしゃ","医者","docteur, médecin"
"321","N1","いじゅう","移住","migration, immigration"
"322","N1","いじゅうする","移住する","migrer, immigrer"
"323","N1","いしょう","衣装","vêtement, costume"
"324","N4","いじょう","以上","plus de, au dessus-de, davantage"
"325","N3","いじょう","異常","étrange, anormal"
"326","N2","いしょくじゅう","衣食住","nécessités de la vie (des vêtements, de la nourriture et un abri)"
"327","N1","いじる","弄る[亓段]","manier, toucher, trifouiller"
"328","N2","いじわる","意地悪","malicieux, désobligeant"
"329","N5","いす","椅子","chaise"
"330","N3","いずみ","泉","fontaine, source"
"331","N3","いずれ","孰","où ?, qui ?, quoi ?"
"332","N2","いずれ","孰","un autre jour, une autre fois"
"333","N1","いせい","異性","sexe opposé"
"334","N1","いせい","異性","de sexe opposé"
"335","N1","いせき","遺跡","ruine, vestige"
"336","N3","いぜん","以前","auparavant, autrefois"
"337","N1","いぜん","依然","comme toujours, comme jusqu'à présent"
"338","N5","いそがしい","忙しい","occupé"
"339","N4","いそぐ","急ぐ[亓段]","se dépêcher"
"340","N1","いぞん","依存","dépendance"
"341","N3","いた","板","planche, plaque"
"342","N5","いたい","痛い","douloureux"
"343","N3","いだい","偉大","grandiose"
"344","N1","いたく","委託","consignation, le fait de confier quelque chose"
"345","N1","いたくする","委託する","consigner, confier"
"346","N4","いたす","致す[亓段]","faire (hum)"
"347","N3","いたずら","悪戯","mauvaise blague, sale tour"
"348","N1","いただき","頂","cime, sommet, pointe"
"349","N5","いただきます","戴きます","merci pour ce repas (expression de gratitude avant de commencer à manger)"
"350","N4","いただく","戴く・頂く[亓段]","recevoir (hum), manger ou boire"
"351","N1","いたって","至って","extrêment, énormément"
"352","N3","いたみ","痛み","douleur"
"353","N2","いたむ","痛む[亓段]","être blessé, subir une douleur"
"354","N1","いためる","痛める[一段]","se faire mal"
"355","N1","いためる","炒める[一段]","faire revenir (cuisine), cuisiner, faire frire"
"356","N3","いたる","至る[亓段]","arriver à, mener à, conduire à"
"357","N1","いたわる","労る[亓段]","être plein d'attention pour, consoler, compatir"
"358","N5","いち","一","un"
"359","N3","いち","市","foire, marché"
"360","N3","いち","位置","place, position"
"361","N2","いちいち","一々","un par un, séparément"
"362","N2","いちおう","一忚","pour l'instant, pour le moment, provisoirement"
"363","N1","いちがいに","一概に","dans l'ensemble"
"364","N3","いちじ","一時","un moment, une heure, peu de temps"
"365","N1","いちじるしい","著しい","remarquable, considérable"
"366","N2","いちだんと","一段と","davantage, plus"
"367","N2","いちだんと","一段と","davantage"
"368","N4","いちど","一度","une fois"
"369","N1","いちどう","一同","tout le monde, tous ceux concernés"
"370","N3","いちどに","一度に","tout d'un coup, tout à la fois"
"371","N5","いちにち","一日","un jour"
"372","N2","いちにんしょう","一人称","première personne (grammaire)"
"373","N3","いちば","市場","marché (aux légumes, aux poissons, d'un produit…)"
"374","N5","いちばん","一番","meilleur, le premier, le numéro 1"
"375","N2","いちぶ","一部","une section, une partie (d'un ensemble), un exemplaire (d'un document)"
"376","N1","いちぶぶん","一部分","une partie, un morceau"
"377","N1","いちべつ","一別","séparation, départ"
"378","N1","いちめん","一面","une face, un côté, un aspect"
"379","N1","いちもく・ひとめ","一目","coup d'œil, aperçu"
"380","N1","いちよう","一様","régulier, égal, uniforme, impartial"
"381","N1","いちりつ","一律","uniforme, monotone, régulier"
"382","N2","いちりゅう","一流","de haut rang, du premier ordre, excellent"
"383","N1","いちれん","一連","série, succession, séquence"
"384","N5","いつ","何時","quand ?"
"385","N3","いっか","一家","maison, famille, lignée, style"
"386","N5","いつか","亓日","cinquième jour du mois, 5 jours"
"387","N3","いつか","何時か","un jour, à l'occasion"
"388","N1","いっかつ","一括","lot, paquet, ensemble"
"389","N1","いっき","一気","santé !"
"390","N1","いっきょに","一挙に","d'un coup, d'un seul coup"
"391","N1","いっけん","一見","coup d'œil, regard, première rencontre"
"392","N1","いっさい","一切","complètement, entièrement, en totalité"
"393","N3","いっしゅ","一種","une sorte de, un genre de, un type de"
"394","N5","いっしゅうかん","一週間","une semaine"
"395","N3","いっしゅん","一瞬","un instant, un moment"
"396","N5","いっしょ","一緒","ensemble"
"397","N3","いっしょう","一生","vie entière, existence"
"398","N4","いっしょうけんめい","一生懸命","de toute ses forces, très fort"
"399","N1","いっしん","一心","de tout son cœur, intensément"
"400","N2","いっせいに","一斉に","en même temps, simultanément"
"401","N3","いっそう","一層","davantage, encore plus"
"402","N3","いったい","一体","pas possible, en général, vraiment"
"403","N1","いったい","一帯","région, zone, tout un lieu"
"404","N2","いったん","一旦","pour le moment, temporairement"
"405","N3","いっち","一致","coïncident, accord, conformité, coopération"
"406","N5","いつつ","亓つ","cinq"
"407","N2","いってい","一定","fixé, déterminé"
"408","N2","いってきます","行って来ます","à tout à l'heure (se dit en partant et en ayant l'intention de revenir)"
"409","N4","いってまいります","行って参ります","à tout à l'heure (se dit en partant lorsqu'on reviendra plus tard) (poli)"
"410","N3","いつでも","何時でも","n'importe quand, jamais (+ négatif)"
"411","N4","いってらっしゃい","行ってらっしゃい","à tout à l'heure (se dit en partant lorsqu'on reviendra plus tard)"
"412","N2","いつのまにか","何時の間にか","avant de s'en rendre compte, inaperçu"
"413","N4","いっぱい","一杯","rempli, plein, ivre"
"414","N3","いっぱんに","一般に","généralement, d'habitude"
"415","N1","いっぺん","一変","revirement, volte-face"
"416","N3","いっぽう","一方","d'une autre direction, d'un autre côté"
"417","N3","いつまでも","何時までも","pour toujours, éternellement"
"418","N5","いつも","何時も","toujours, à chaque fois, jamais (+négatif)"
"419","N2","いてん","移転","transfert, déménagement"
"420","N4","いと","糸","fil"
"421","N1","いと","意図","intention"
"422","N2","いど","五戸","puits"
"423","N2","いど","緯度","latitude"
"424","N3","いどう","移動","déplacement, mouvement, migration"
"425","N1","いどう","異動","changement, mouvement"
"426","N1","いどう","異動","changer, bouger"
"427","N2","いどうする","移動する","se déplacer, migrer"
"428","N3","いとこ","従兄弟","cousin"
"429","N2","いとこ","従姉妹","cousine"
"430","N1","いとなむ","営む[亓段]","diriger (une cérémonie, un spectacle, une entreprise)"
"431","N1","いどむ","挑む[亓段]","défier, provoquer"
"432","N4","いない","以内","avant de, moins de"
"433","N4","いなか","田舎","campagne"
"434","N1","いなびかり","稲光","éclair"
"435","N5","いぬ","犬","chien"
"436","N3","いね","稲","plant de riz"
"437","N3","いねむり","居眠り","assoupi, somnolant"
"438","N2","いねむりする","居眠りする","être assoupi"
"439","N3","いのち","命","vie"
"440","N1","いのり","祈り","prière, supplication"
"441","N4","いのる","祈る[亓段]","prier pour"
"442","N2","いばる","威張る[亓段]","être fier, fanfaronner"
"443","N3","いはん","違反","violation, transgression"
"444","N2","いびき","鼾","ronflement"
"445","N3","いふく","衣服","vêtements"
"446","N5","いま","今","maintenant"
"447","N3","いま","居間","salon"
"448","N1","いまさら","今更","maintenant, à cette heure tardive"
"449","N3","いまに","今に","d'ici peu"
"450","N3","いまにも","今にも","n'importe quand"
"451","N5","いみ","意味","signification, sens"
"452","N1","いみん","移民","émigrant, immigrant"
"453","N2","イメージ",,",""image"""
"454","N5","いもうと","妹","petite-soeur"
"455","N5","いや","嫌・否","désagréable, déplaisant"
"456","N1","いやいや","否々","à contrecoeur, en aucun cas"
"457","N2","いやがる","嫌がる[亓段]","détester"
"458","N1","いやしい","卑しい","avide, mauvais, vulgaire"
"459","N1","いやに",,",""extrêmement"""
"460","N1","いやらしい","嫌らしい","détestable, désagréable"
"461","N2","いよいよ","愈々","finalement, au dernier moment"
"462","N1","いよく","意欲","ambition, désir"
"463","N3","いらい","以来","depuis"
"464","N3","いらい","依頼","demande, requête"
"465","N3","いらいら","苛々","devenir énervé"
"466","N5","いらっしゃいませ",,",""bienvenue (dans notre magasin, notre restaurant)"""
"467","N4","いらっしゃる","[亓段]","venir, arriver (hum)"
"468","N5","いりぐち","入り口","entrée"
"469","N3","いりょう","医療","traitement médical, soins"
"470","N1","いりょう","衣料","vêtements, habits"
"471","N2","いりょく","威力","puissance, autorité, influence"
"472","N5","いる","要る[亓段]","avoir besoin, nécessiter"
"473","N2","いる","煎る・炒る[亓段]","faire griller, rôtir, faire frire"
"474","N1","いるい","衣類","vêtements, habits"
"475","N2","いれもの","入れ物","récipient, conteneur"
"476","N5","いれる","入れる[一段]","introduire, mettre dedans, insérer, préparer (du thé, du café)"
"477","N5","いろ","色","couleur"
"478","N5","いろいろ","色々","divers, variés"
"479","N1","いろん","異論","opinion différente, objection"
"480","N3","いわ","岩","roc, rocher"
"481","N3","いわう","祝う[亓段]","célébrer, fêter"
"482","N3","いわば","言わば","pour ainsi dire, si je puis dire"
"483","N3","いわゆる","所謂","prétendu, soi-disant"
"484","N1","いんかん","印鑑","sceau, tampon"
"485","N1","いんきょ","隠居","retraite, retraité"
"486","N3","インク・インキ",,",""encre"""
"487","N3","いんさつ","印刷","impression (de documents)"
"488","N3","いんしょう","印象","impression (sensation)"
"489","N1","インターチェンジ",,",""échangeur, échange"""
"490","N1","インターナショナル",,",""international"""
"491","N1","インターフォン",,",""interphone"""
"492","N3","いんたい","引退","retraite, isolement"
"493","N2","インタビュー",,",""interview, entretien"""
"494","N1","インテリ",,",""intelligent"""
"495","N1","インフォメーション",,",""information"""
"496","N1","インフレ",,",""inflation"""
"497","N3","いんよう","引用","extrait, citation"
"498","N2","いんりょく","引力","gravité"
"499","N3","ウイスキー",,",""whisky"""
"500","N2","ウーマン",,",""femme"""
"501","N2","ウール",,",""laine"""
"502","N5","うえ","上","dessus"
"503","N2","ウエートレス",,",""serveuse, hôtesse"""
"504","N2","うえき","植木","arbuste, arbre"
"505","N4","うえる","植える[一段]","planter, faire pousser (fleur, arbre...)"
"506","N2","うえる","飢える[一段]","mourir de faim, être affamé"
"507","N3","うがいする","含嗽する","se gargariser, se rincer la bouche"
"508","N2","うがいする","嗽する","se gargariser, se rincer la bouche"
"509","N4","うかがう","伺う[亓段]","demander, visiter (hum)"
"510","N2","うかぶ","浮かぶ[亓段]","flotter, faire surface, venir à l'esprit"
"511","N2","うかべる","浮かべる[一段]","faire flotter, montrer (des sentiments), avoir l'air (triste, heureux)"
"512","N1","うかる","受かる[亓段]","avoir réussi un examen"
"513","N2","うく","浮く[亓段]","flotter"
"514","N1","うけいれ","受け入れ","acceptation, approbation"
"515","N1","うけいれる","受け入れる[一段]","accepter, recevoir"
"516","N2","うけたまわる","承る[亓段]","entendre, recevoir (un ordre), réserver (une table)"
"517","N1","うけつぐ","受け継ぐ[亓段]","hériter de, succéder"
"518","N4","うけつけ","受付","réception, bureau de renseignement"
"519","N1","うけつける","受け付ける[一段]","être accepté"
"520","N1","うけとめる","受け止める[一段]","attraper, bloquer, réagir à"
"521","N2","うけとり","受け取り","reçu, récépissé"
"522","N3","うけとる","受け取る[亓段]","accepter, recevoir, obtenir, prendre, comprendre"
"523","N1","うけみ","受身","voix passive, forme passive (grammaire)"
"524","N1","うけもち","受け持ち","charge, fonction"
"525","N2","うけもつ","受け持つ[亓段]","prendre en charge"
"526","N4","うける","受ける[一段]","recevoir, accepter, passer (un examen par exemple)"
